timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2018-04-20,147.9000,147.9700,144.5100,144.9000,141.7845,8265643,0.0000,1.0000
2018-04-19,149.1900,149.2072,146.6200,147.7000,144.5243,8086056,0.0000,1.0000
2018-04-18,152.1400,152.6300,148.2600,148.7900,145.5909,20381695,0.0000,1.0000
2018-04-17,158.8200,162.0000,158.5100,160.9100,157.4503,10207534,0.0000,1.0000
2018-04-16,157.9900,159.1400,157.6700,157.8900,154.4952,4186755,0.0000,1.0000
2018-04-13,158.6700,159.2200,155.9100,156.7100,153.3406,4057058,0.0000,1.0000
2018-04-12,156.7500,158.9800,156.6700,158.0700,154.6714,5639444,0.0000,1.0000
2018-04-11,154.3700,155.7800,153.8800,155.3600,152.0196,3306539,0.0000,1.0000
2018-04-10,155.0300,156.6050,154.7500,155.3900,152.0490,3955952,0.0000,1.0000
2018-04-09,151.8000,154.6600,151.7433,152.6900,149.4070,4413178,0.0000,1.0000
2018-04-06,153.4600,153.9500,149.5400,150.5700,147.3326,3672919,0.0000,1.0000
2018-04-05,154.4400,154.9200,153.3400,154.0300,150.7182,3185388,0.0000,1.0000
2018-04-04,147.8900,154.4700,147.4500,154.1200,150.8063,4805261,0.0000,1.0000
2018-04-03,150.8000,151.0000,148.3000,149.8500,146.6281,4135696,0.0000,1.0000
2018-04-02,153.3400,153.3800,148.4300,150.0700,146.8434,5150435,0.0000,1.0000
2018-03-29,153.0700,153.8900,151.0800,153.4300,150.1311,3419959,0.0000,1.0000
2018-03-28,152.0700,153.8600,151.8900,152.5200,149.2407,3664826,0.0000,1.0000
2018-03-27,153.9500,154.8697,151.1600,151.9100,148.6438,3810994,0.0000,1.0000
2018-03-26,151.2100,153.6570,150.2800,153.3700,150.0724,4038586,0.0000,1.0000
2018-03-23,152.2500,152.5800,148.5410,148.8900,145.6887,4389015,0.0000,1.0000
2018-03-22,155.0000,155.2499,152.0000,152.0900,148.8199,4617371,0.0000,1.0000
2018-03-21,156.5700,158.2000,155.9200,156.6900,153.3210,3240695,0.0000,1.0000
2018-03-20,157.5200,157.9300,155.2900,156.2000,152.8416,4296935,0.0000,1.0000
2018-03-19,159.7100,159.8899,156.4500,157.3500,153.9669,5415258,0.0000,1.0000
2018-03-16,160.0600,161.9800,159.6400,160.2600,156.8143,8447294,0.0000,1.0000
2018-03-15,158.7100,161.2500,158.5200,159.6100,156.1783,3860479,0.0000,1.0000
2018-03-14,160.1700,160.6800,157.7400,158.1200,154.7203,3614293,0.0000,1.0000
2018-03-13,160.0900,162.1122,158.8100,159.3200,155.8945,4097662,0.0000,1.0000
2018-03-12,159.6400,161.0200,158.8700,160.2600,156.8143,5056489,0.0000,1.0000
2018-03-09,157.4700,159.5825,157.3000,159.3100,155.8847,4783247,0.0000,1.0000
2018-03-08,159.0000,159.5700,155.0700,156.2100,152.8514,6095521,0.0000,1.0000
2018-03-07,155.0000,158.8300,154.7300,158.3200,154.9160,4607677,0.0000,1.0000
2018-03-06,157.2800,157.8900,155.1568,155.7200,152.3719,3685736,0.0000,1.0000
2018-03-05,154.1200,157.4900,153.7500,156.9500,153.5755,3670630,0.0000,1.0000
2018-03-02,152.7900,154.7600,151.8800,154.4900,151.1683,3261141,0.0000,1.0000
2018-03-01,155.5300,156.9742,152.7900,153.8100,150.5030,4039339,0.0000,1.0000
2018-02-28,157.5000,158.1399,155.8000,155.8300,152.4795,3761597,0.0000,1.0000
2018-02-27,158.4600,159.7800,156.5300,156.5500,153.1841,4192962,0.0000,1.0000
2018-02-26,155.8100,158.8800,155.5100,158.5800,155.1704,3576723,0.0000,1.0000
2018-02-23,154.3000,155.8550,154.0700,155.5200,152.1762,3208908,0.0000,1.0000
2018-02-22,154.5000,155.0400,152.7900,153.1800,149.8865,4017699,0.0000,1.0000
2018-02-21,155.4300,156.7900,153.9000,153.9600,150.6497,3492694,0.0000,1.0000
2018-02-20,155.7900,155.9600,153.8700,155.1600,151.8239,4267801,0.0000,1.0000
2018-02-16,155.7100,157.7905,155.6900,156.1800,152.8220,4239560,0.0000,1.0000
2018-02-15,155.5000,156.8600,153.7000,156.0100,152.6557,5525079,0.0000,1.0000
2018-02-14,150.1900,155.0000,150.0000,154.7600,151.4325,5422862,0.0000,1.0000
2018-02-13,150.9000,151.1790,149.6400,150.7500,147.5088,4854790,0.0000,1.0000
2018-02-12,150.9000,152.4000,150.3000,151.4000,148.1448,5659623,0.0000,1.0000
2018-02-09,148.6000,150.5400,144.3955,149.5100,146.2954,7763603,0.0000,1.0000
2018-02-08,152.4800,153.1600,147.5000,147.5900,144.4167,6599136,1.5000,1.0000
2018-02-07,154.1700,155.3400,153.2800,153.8500,149.0275,6069258,0.0000,1.0000
2018-02-06,150.2900,155.4900,149.1100,155.3400,150.4708,9823824,0.0000,1.0000
2018-02-05,157.8900,158.5000,150.0000,152.5300,147.7489,8600416,0.0000,1.0000
2018-02-02,161.7000,162.0000,158.8663,159.0300,154.0451,5174779,0.0000,1.0000
2018-02-01,163.1900,164.1300,161.9000,162.4000,157.3095,4422505,0.0000,1.0000
2018-01-31,163.7500,164.9900,162.7610,163.7000,158.5687,4025105,0.0000,1.0000
2018-01-30,166.2100,166.7700,163.1550,163.6200,158.4912,4796200,0.0000,1.0000
2018-01-29,167.4500,168.3900,166.0100,166.8000,161.5716,3423903,0.0000,1.0000
2018-01-26,166.1200,167.4142,165.7900,167.3400,162.0946,3664496,0.0000,1.0000
2018-01-25,165.9100,166.7800,165.1900,165.4700,160.2833,3240177,0.0000,1.0000
2018-01-24,166.7500,168.7200,164.8200,165.3700,160.1864,5507664,0.0000,1.0000
2018-01-23,162.8200,166.2600,162.5100,166.2500,161.0388,7417268,0.0000,1.0000
2018-01-22,161.5100,163.9800,161.1100,162.6000,157.5032,8340507,0.0000,1.0000
2018-01-19,164.4600,165.4000,161.3000,162.3700,157.2804,21079530,0.0000,1.0000
2018-01-18,170.0000,171.1300,168.1500,169.1200,163.8188,10948033,0.0000,1.0000
2018-01-17,168.0100,169.1253,167.2600,168.6500,163.3636,11630539,0.0000,1.0000
2018-01-16,165.1000,165.2900,163.3500,163.8500,158.7140,7588202,0.0000,1.0000
2018-01-12,164.0200,164.7400,163.0300,163.1400,158.0263,5007254,0.0000,1.0000
2018-01-11,164.8000,164.9400,163.3000,164.2000,159.0531,3783614,0.0000,1.0000
2018-01-10,162.9100,164.3300,162.5000,164.1800,159.0337,4150836,0.0000,1.0000
2018-01-09,163.9000,164.5300,163.0600,163.8300,158.6947,4333418,0.0000,1.0000
2018-01-08,162.6600,163.9050,161.7010,163.4700,158.3460,5101023,0.0000,1.0000
2018-01-05,162.4400,162.9000,161.1010,162.4900,157.3967,5162075,0.0000,1.0000
2018-01-04,159.6500,162.3237,159.3700,161.7000,156.6314,7363843,0.0000,1.0000
2018-01-03,157.3400,159.8100,156.3300,158.4900,153.5221,9439063,0.0000,1.0000
2018-01-02,154.5000,154.8100,153.5400,154.2500,149.4150,4195225,0.0000,1.0000
2017-12-29,154.1700,154.7200,153.4150,153.4200,148.6110,3310894,0.0000,1.0000
2017-12-28,153.2000,154.1200,153.2000,154.0400,149.2115,2669076,0.0000,1.0000
2017-12-27,152.9500,153.1800,152.6100,153.1300,148.3301,2116522,0.0000,1.0000
2017-12-26,152.5100,153.8600,152.5000,152.8300,148.0395,2477240,0.0000,1.0000
2017-12-22,151.7100,153.0000,151.5000,152.5000,147.7198,2982114,0.0000,1.0000
2017-12-21,153.1700,153.4600,151.4900,151.5000,146.7512,4126632,0.0000,1.0000
2017-12-20,153.6500,153.8900,152.7800,152.9500,148.1557,3771425,0.0000,1.0000
2017-12-19,154.1350,154.1700,153.0900,153.2300,148.4269,4111495,0.0000,1.0000
2017-12-18,153.4100,154.1800,153.2100,153.3300,148.5238,5054265,0.0000,1.0000
2017-12-15,153.7500,153.8000,152.0300,152.5000,147.7198,10469312,0.0000,1.0000
2017-12-14,154.5000,155.1100,153.7000,154.0000,149.1728,4623845,0.0000,1.0000
2017-12-13,156.6000,156.7300,153.8900,153.9100,149.0856,5624428,0.0000,1.0000
2017-12-12,155.2000,157.8500,155.1600,156.7400,151.8269,6314835,0.0000,1.0000
2017-12-11,154.9700,155.8900,154.5700,155.4100,150.5386,4068982,0.0000,1.0000
2017-12-08,153.9400,155.0300,153.5500,154.8100,149.9574,3440847,0.0000,1.0000
2017-12-07,154.0300,154.4500,153.2600,153.5700,148.7563,3768443,0.0000,1.0000
2017-12-06,155.6900,156.2200,154.0900,154.1000,149.2697,3345712,0.0000,1.0000
2017-12-05,156.4500,156.7400,154.6800,155.3500,150.4805,5042724,0.0000,1.0000
2017-12-04,155.6700,156.8000,155.0700,156.4600,151.5557,4639109,0.0000,1.0000
2017-12-01,154.4000,155.0200,152.9125,154.7600,149.9090,5567852,0.0000,1.0000
2017-11-30,153.6500,154.4100,153.0800,153.9700,149.1437,6500769,0.0000,1.0000
2017-11-29,152.8100,153.6100,152.1700,153.5500,148.7369,5098702,0.0000,1.0000
2017-11-28,152.3500,152.9300,151.7000,152.4700,147.6908,3915618,0.0000,1.0000
2017-11-27,152.0600,152.4900,151.6200,151.9800,147.2161,3303663,0.0000,1.0000
2017-11-24,151.9500,152.2000,151.3300,151.8400,147.0805,1193025,0.0000,1.0000
2017-11-22,152.0000,152.3900,151.3300,151.7700,147.0127,3125416,0.0000,1.0000
2017-11-21,151.3000,152.4500,151.2000,151.9500,147.1871,3756184,0.0000,1.0000
2017-11-20,150.6400,151.9500,149.9000,150.5100,145.7922,5654091,0.0000,1.0000
2017-11-17,149.3400,150.1500,148.8300,148.9700,144.3005,4865373,0.0000,1.0000
2017-11-16,147.7300,149.6500,147.5000,149.1200,144.4458,5393609,0.0000,1.0000
2017-11-15,148.0000,148.7050,146.2110,147.1000,142.4891,4695745,0.0000,1.0000
2017-11-14,147.9500,148.9700,147.4900,148.8900,144.2230,3691934,0.0000,1.0000
2017-11-13,148.8800,149.0000,147.9200,148.4000,143.7483,5085257,0.0000,1.0000
2017-11-10,150.6500,150.8900,149.1400,149.1600,144.4845,4304369,0.0000,1.0000
2017-11-09,149.9300,151.8000,149.8600,150.3000,145.5888,4770841,1.5000,1.0000
2017-11-08,151.6000,151.7944,150.2800,151.5700,145.3682,4634439,0.0000,1.0000
2017-11-07,151.3700,151.5100,150.5000,151.3500,145.1572,3688378,0.0000,1.0000
2017-11-06,151.7700,151.8200,150.2800,150.8400,144.6681,4498372,0.0000,1.0000
2017-11-03,153.4200,153.4700,151.4900,151.5800,145.3778,4420582,0.0000,1.0000
2017-11-02,154.1800,154.4900,152.9100,153.3500,147.0753,3388284,0.0000,1.0000
2017-11-01,154.1000,154.9000,153.8300,154.0300,147.7275,3228302,0.0000,1.0000
2017-10-31,154.3300,154.9300,152.9300,154.0600,147.7563,4224346,0.0000,1.0000
2017-10-30,153.7600,154.5900,152.7100,154.3600,148.0440,4206189,0.0000,1.0000
2017-10-27,154.5400,154.6300,152.9110,153.6800,147.3918,4893779,0.0000,1.0000
2017-10-26,154.3100,155.1200,153.5400,153.6000,147.3151,4253664,0.0000,1.0000
2017-10-25,156.0100,156.3700,153.0600,153.4950,147.2144,5443794,0.0000,1.0000
2017-10-24,159.6500,159.7000,155.1710,155.8800,149.5018,8173017,0.0000,1.0000
2017-10-23,162.0500,162.5100,159.5400,159.5500,153.0217,5765384,0.0000,1.0000
2017-10-20,161.0700,162.4800,159.7700,162.0700,155.4386,7848320,0.0000,1.0000
2017-10-19,159.8000,160.9600,159.0850,160.9000,154.3164,9878844,0.0000,1.0000
2017-10-18,157.1200,161.2300,156.9500,159.5300,153.0025,30445283,0.0000,1.0000
2017-10-17,146.6300,147.1200,146.1800,146.5400,140.5440,4941313,0.0000,1.0000
2017-10-16,147.2200,147.6700,146.5100,146.8300,140.8221,3035184,0.0000,1.0000
2017-10-13,147.4800,147.8500,146.9400,147.1000,141.0811,2490548,0.0000,1.0000
2017-10-12,147.5600,147.8900,146.7700,147.0300,141.0139,3255559,0.0000,1.0000
2017-10-11,148.4000,148.4700,147.2800,147.6200,141.5798,3674765,0.0000,1.0000
2017-10-10,147.7100,148.9500,147.6500,148.5000,142.4238,4028877,0.0000,1.0000
2017-10-09,146.5000,147.7900,146.3500,147.3900,141.3592,2678887,0.0000,1.0000
2017-10-06,146.6400,146.8500,146.3200,146.4800,140.4865,2248474,0.0000,1.0000
2017-10-05,146.6800,147.5400,146.4800,146.7200,140.7166,2536971,0.0000,1.0000
2017-10-04,147.0000,147.0200,146.1100,146.4800,140.4865,2225673,0.0000,1.0000
2017-10-03,146.6900,147.1999,146.3400,146.7800,140.7742,2285725,0.0000,1.0000
2017-10-02,145.3500,146.8650,145.2100,146.6600,140.6591,2955450,0.0000,1.0000
2017-09-29,145.4500,145.6900,144.9200,145.0800,139.1437,2635887,0.0000,1.0000
2017-09-28,145.3300,145.8600,144.2100,145.6600,139.7000,2763219,0.0000,1.0000
2017-09-27,146.6800,146.9000,145.0300,145.6600,139.7000,3446073,0.0000,1.0000
2017-09-26,146.3600,147.4200,145.9400,146.5600,140.5632,4106513,0.0000,1.0000
2017-09-25,145.1200,146.0300,144.9100,145.8700,139.9014,5179476,0.0000,1.0000
2017-09-22,145.5900,145.5900,144.5900,145.1300,139.1917,2741663,0.0000,1.0000
2017-09-21,145.6500,145.8911,145.1000,145.2600,139.3164,2289276,0.0000,1.0000
2017-09-20,144.9300,145.8800,144.4200,145.8800,139.9110,5384615,0.0000,1.0000
2017-09-19,144.7900,144.9800,144.2200,144.3900,138.4820,3456574,0.0000,1.0000
2017-09-18,144.8100,145.4799,144.2700,144.5500,138.6354,3018012,0.0000,1.0000
2017-09-15,144.8200,145.1700,144.0800,144.8200,138.8944,7297773,0.0000,1.0000
2017-09-14,145.8600,146.3800,145.5100,145.5400,139.5849,3742944,0.0000,1.0000
2017-09-13,145.3500,146.2900,145.3400,145.9900,140.0165,4070378,0.0000,1.0000
2017-09-12,145.1100,146.3700,144.5100,145.7600,139.7959,5222522,0.0000,1.0000
2017-09-11,143.5400,145.1300,143.0100,144.8600,138.9327,4549334,0.0000,1.0000
2017-09-08,143.1500,143.1500,141.6400,142.4500,136.6213,3344701,0.0000,1.0000
2017-09-07,144.1000,144.6400,142.4100,142.9000,137.0529,4155968,0.0000,1.0000
2017-09-06,143.8800,144.4700,143.5000,143.8200,137.9353,3205295,0.0000,1.0000
2017-09-05,143.5000,144.3575,142.7000,143.0400,137.1872,3097503,0.0000,1.0000
2017-09-01,142.9800,144.5000,142.9800,144.0800,138.1847,3348503,0.0000,1.0000
2017-08-31,143.0200,143.6600,142.6300,143.0300,137.1776,3614517,0.0000,1.0000
2017-08-30,143.2600,143.2800,142.4100,142.5600,136.7268,2715466,0.0000,1.0000
2017-08-29,142.1000,143.4250,141.9000,143.1400,137.2831,3000993,0.0000,1.0000
2017-08-28,144.1100,144.5600,142.3900,142.5100,136.6789,5086015,0.0000,1.0000
2017-08-25,143.3000,144.1900,143.2500,143.7400,137.8586,2866131,0.0000,1.0000
2017-08-24,142.5000,143.6800,142.2500,142.9400,137.0913,3580245,0.0000,1.0000
2017-08-23,140.7000,143.0500,140.6800,142.1400,136.3240,4035421,0.0000,1.0000
2017-08-22,140.6400,141.1500,140.3800,141.0100,135.2403,2495902,0.0000,1.0000
2017-08-21,139.5900,140.4200,139.1300,140.3300,134.5881,2949410,0.0000,1.0000
2017-08-18,140.8700,141.1500,139.5800,139.7000,133.9839,4128761,0.0000,1.0000
2017-08-17,142.5200,142.8900,140.7000,140.7000,134.9430,4342286,0.0000,1.0000
2017-08-16,141.7900,142.9100,141.6100,142.5000,136.6693,3239516,0.0000,1.0000
2017-08-15,142.5500,143.3400,140.5800,142.0700,136.2569,4652618,0.0000,1.0000
2017-08-14,142.0000,142.7600,141.9400,142.3200,136.4967,2222304,0.0000,1.0000
2017-08-11,142.4500,142.5900,141.5200,141.8400,136.0363,3004040,0.0000,1.0000
2017-08-10,141.6400,142.4200,141.2300,141.8400,136.0363,4378186,0.0000,1.0000
2017-08-09,141.7500,142.0300,141.1900,141.7700,135.9692,2920582,0.0000,1.0000
2017-08-08,142.0000,142.7600,142.0000,142.1100,136.2953,3281972,1.5000,1.0000
2017-08-07,145.0000,145.0900,142.7500,143.4700,136.1624,4576508,0.0000,1.0000
2017-08-04,145.0000,145.3900,144.4000,145.1600,137.7663,2542800,0.0000,1.0000
2017-08-03,144.4300,145.3400,144.4300,144.9400,137.5575,3028769,0.0000,1.0000
2017-08-02,145.1200,145.2900,144.2200,144.4500,137.0925,3400024,0.0000,1.0000
2017-08-01,145.0000,145.3900,144.4000,145.1600,137.7663,3197848,0.0000,1.0000
2017-07-31,144.3800,144.9300,144.1700,144.6700,137.3013,4333680,0.0000,1.0000
2017-07-28,144.8100,145.0400,143.8400,144.2900,136.9406,3022662,0.0000,1.0000
2017-07-27,145.0000,145.3950,143.6400,145.0700,137.6809,6374650,0.0000,1.0000
2017-07-26,146.2700,146.4600,144.4700,145.3600,137.9561,3806651,0.0000,1.0000
2017-07-25,146.5700,147.4900,146.0300,146.1900,138.7438,4184435,0.0000,1.0000
2017-07-24,147.0000,147.0400,145.8000,145.9900,138.5540,3818232,0.0000,1.0000
2017-07-21,147.5900,147.8700,146.5100,147.0800,139.5885,6456514,0.0000,1.0000
2017-07-20,147.5300,148.8300,147.0300,147.6600,140.1390,7105481,0.0000,1.0000
2017-07-19,150.0200,150.2500,146.7100,147.5300,140.0156,14043000,0.0000,1.0000
2017-07-18,152.3600,154.2900,152.0000,154.0000,146.1560,6867302,0.0000,1.0000
2017-07-17,153.5900,153.8800,152.2399,153.0100,145.2165,4751141,0.0000,1.0000
2017-07-14,154.0100,154.6150,153.4000,154.2400,146.3838,3214337,0.0000,1.0000
2017-07-13,153.7000,154.1900,153.1900,153.6300,145.8049,2474847,0.0000,1.0000
2017-07-12,153.4800,154.2400,153.0500,153.7000,145.8713,3090315,0.0000,1.0000
2017-07-11,153.2600,153.6500,152.0500,153.1900,145.3873,3431418,0.0000,1.0000
2017-07-10,152.9100,153.8900,152.6300,153.4200,145.6056,2804780,0.0000,1.0000
2017-07-07,152.6200,153.4900,152.1400,152.9400,145.1500,2345721,0.0000,1.0000
2017-07-06,153.3600,153.8300,152.2300,152.3600,144.5996,2735717,0.0000,1.0000
2017-07-05,155.7700,155.8900,153.6300,153.6700,145.8429,3558639,0.0000,1.0000
2017-07-03,153.5800,156.0250,153.5200,155.5800,147.6556,2822499,0.0000,1.0000
2017-06-30,154.2800,154.5000,153.1400,153.8300,145.9947,3501395,0.0000,1.0000
2017-06-29,155.3500,155.7400,153.6200,154.1300,146.2794,3245649,0.0000,1.0000
2017-06-28,155.1500,155.5500,154.7800,155.3200,147.4088,2203062,0.0000,1.0000
2017-06-27,155.0000,155.3400,154.5000,154.7500,146.8678,2385619,0.0000,1.0000
